"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051056","GO:0051056","regulation of small GTPase mediated signal transduction","171/7300","304/18888",0.5625,1.45541095890411,6.35344606532363,2.92745517745938e-10,8.08232190298567e-08,5.584271478101e-08,"1894/1281/2305/7042/89839/3688/9824/10252/29127/9928/85360/2048/8829/9743/3675/117/5923/10451/50848/2059/8567/23636/81848/10276/2828/2064/57568/1795/382/9411/253959/50649/221938/128272/25959/4650/8477/23075/408/9266/4038/9901/57186/4649/2149/10144/23096/84078/397/2203/93663/4983/29/613/57221/55114/10253/202243/9938/5924/9912/154796/10161/23092/9815/23607/396/153478/55667/100271927/286530/23108/23094/8997/7052/57514/89890/286205/55843/6453/8729/7410/5294/50861/10156/83892/84253/64333/5662/348/65078/8831/7984/80243/10982/57480/4168/1452/3685/23229/2151/5291/8859/1123/4763/79109/5364/10211/5909/84144/27128/8878/25894/9828/257106/10260/22899/23189/9267/64787/7409/440073/84249/152273/64283/6494/394/221178/50650/56990/22821/51571/28964/10125/5962/201176/50619/9170/2859/9826/25791/9265/8437/10507/9639/2150/121512/393/9649/9290/4233/9138/57493/7126/23263/22898/54869/26030/5516/10395/10564/23365/9922/7249/1398/5922/9750/440730/2846/51306/10928",171
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling","92/7300","143/18888",0.643356643356643,1.66461921640004,6.33194111427111,4.08303942166522e-10,1.08030418031559e-07,7.46408259188625e-08,"891/55143/1017/11200/332/990/991/1111/10403/83540/7272/699/983/55055/1063/51512/701/5932/9212/147841/5347/144455/672/11130/4085/9319/9735/2177/51514/63967/348654/580/4998/57082/51776/146956/83903/55159/835/29980/9183/6118/10459/4436/64859/51499/3619/1263/4193/4582/116224/57405/8379/4303/90381/55743/5883/595/5371/51720/11073/55755/5884/54962/25949/79184/3364/60561/84446/472/7756/1843/7157/54908/84142/8720/58493/26058/51347/9587/9344/51322/9577/324/900/8555/27183/4361/57551/56155/1112/80198",92
"GO:0007611","GO:0007611","learning or memory","158/7300","278/18888",0.568345323741007,1.47053513353701,6.27306727142815,4.93969874655066e-10,1.25468348162387e-07,8.66891131605186e-08,"1827/3688/3678/22943/2048/7067/836/3675/29767/23236/5923/7846/577/2019/6833/378/2237/64220/8061/9378/3269/1139/22941/22849/1956/4915/2740/123803/567/4192/6529/23385/9241/41/3356/26047/85461/8701/4137/4125/894/729956/7248/6722/57338/7143/23237/27087/9215/1385/5071/1620/84502/10411/5764/5176/9379/23373/4297/10396/8554/2353/65009/50801/84896/4130/23542/2648/80863/4739/6543/84687/1742/338811/4987/5048/477/8622/57468/348/339977/2890/2915/5582/8831/440275/64478/9775/8867/814/5641/5532/8850/9486/114781/4763/6326/5594/25946/2903/50944/114/2904/5590/6616/23259/2902/23208/84630/1497/9369/793/84446/7432/6517/3064/5621/3815/6860/1268/6547/1201/109/627/6505/85358/1816/5575/28964/22986/5153/4311/5743/23394/1959/2558/5021/23316/4891/2055/107/10716/57502/54915/55236/2334/3156/5538/23657/161582/54209/2258/4761/7097/2033/7349/266743/25769",158
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","223/7300","418/18888",0.533492822966507,1.38035786851937,6.2414540149886,5.27788482723724e-10,1.28902187126756e-07,8.90616354652826e-08,"7422/54751/55355/22943/9928/4478/93323/7067/3958/9168/29767/55243/7453/10092/2006/5216/7408/57606/115106/3309/10677/5908/7114/998/2059/10109/389/122664/148170/11013/84885/581/84962/51100/829/4615/2634/10602/822/6840/120/64857/382/2242/25959/90952/578/1003/23354/23176/23514/115362/84722/54942/29766/6653/637/329/7186/91663/4137/57731/8780/79998/56926/112755/118/51112/26999/5734/26191/9873/7037/10113/93663/2314/3280/388630/1236/58497/80115/51185/5341/9659/10094/11344/9636/3055/23500/11124/9641/8440/6812/545/23406/3642/4133/3084/5756/90427/57662/5601/1981/348/23339/3931/7415/65018/7984/23191/5581/55755/6047/7099/51339/1452/9026/2017/134957/3936/253260/79184/10142/10979/6624/6662/63908/25999/9829/5590/5925/51466/6711/2629/6249/81553/112476/55823/55845/122060/84630/23189/6712/3304/85477/29091/22900/23116/472/948/2885/3059/7111/55559/6804/23271/64853/55719/11078/23210/54552/7157/51429/89848/643338/57482/100506658/89795/3071/695/21/83700/2039/64581/51571/28964/1639/11076/5962/4926/6709/7040/5058/3303/84250/286527/1654/5336/25827/5781/29108/10787/10458/585/64147/81857/4233/54434/10382/10273/7341/22924/1955/830/8851/6622/6850/55612/7480/10399/647087/54209/10013/2033/129293/80772/146206/143098/50632/6710/9530/1366/10456",223
"GO:0043123","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","124/7300","208/18888",0.596153846153846,1.54248682824025,6.24411806687576,6.41658077826726e-10,1.43140953482745e-07,9.88995431605608e-08,"4057/1894/7422/2316/124583/114769/3162/857/92610/8737/8915/3956/8772/10783/6398/353376/834/389/841/6574/10537/1665/51246/81603/84962/7132/958/4615/23636/2597/79594/684/6275/1893/10392/7188/2280/329/7186/64127/2149/4919/10475/7037/4055/55504/5071/6737/1909/330/1236/3987/51135/54503/9218/51704/5494/9641/57153/5579/497661/85363/29110/23291/8717/10342/80216/65018/3123/5581/7099/10892/25893/5988/3654/23476/51026/10211/653519/347734/920/972/8454/54602/9516/9188/117854/10542/4050/8795/3661/2319/948/28952/23390/8837/3552/7098/80833/64581/7040/1910/92140/134728/113277/222068/5970/57708/2150/64170/3965/54386/4142/3611/79155/57161/6885/54106/55223/10739/8743/56674/10346/53840",124
"GO:0009100","GO:0009100","glycoprotein metabolic process","208/7300","386/18888",0.538860103626943,1.3942451557953,6.21139798324177,6.49978602558938e-10,1.43140953482745e-07,9.88995431605608e-08,"5806/9953/58505/5373/124583/25825/7903/1650/11173/2990/54480/23333/6185/22906/2720/55741/9653/23236/23071/11282/3703/22856/1514/2590/6184/4247/9334/148789/10195/100128731/111089941/85365/143888/1798/8985/29071/115290/3074/23193/51363/55768/9695/8813/93010/64116/10690/25834/2817/29929/79586/538/81031/64689/23385/79070/1839/2132/160418/2650/8693/55858/79053/79690/2591/11093/2300/9955/93611/10318/23213/4125/5074/10402/2589/54550/7358/84002/57134/84572/27087/9215/285203/152002/64579/1236/23509/114805/6646/54360/2135/55790/10724/29940/79947/10329/11261/4245/113189/57171/11041/2131/51809/64840/337876/11046/3600/51465/4248/8703/2801/56886/55343/2137/659/9957/200185/9761/51046/116150/9486/10855/175/7841/91319/347734/84920/650/8818/3423/57452/201595/27230/5589/11253/3073/5046/9348/30815/3718/8707/2683/27090/53947/55568/56052/4669/138050/29925/92370/4126/55959/6489/79147/26035/6483/50614/266722/63941/22845/9951/374907/55808/146664/29880/728819/64409/9375/695/283464/51301/338596/129807/26229/113277/440138/199857/6934/126792/2134/9331/340485/1280/55624/64083/126433/1499/1301/79644/26301/9528/746/10678/56983/20/729920/55454/80312/92126/10610/79695/8869/10317/84620/81876/135152/2526/26232/79087",208
"GO:0010038","GO:0010038","response to metal ion","196/7300","360/18888",0.544444444444444,1.40869406392694,6.21403916536503,6.53714590708601e-10,1.43140953482745e-07,9.88995431605608e-08,"4318/1894/6382/983/5111/4017/8826/29957/3162/1841/857/6648/57817/836/25932/83849/3745/7057/241/8754/7846/5359/18/841/1396/80271/6833/4982/1800/85365/811/2729/1616/9451/30819/7351/10243/5499/728294/1956/64116/3725/929/567/538/7184/57103/6529/23385/3077/3726/10768/120892/4193/22872/4521/79085/8644/57699/11093/79800/358/84059/4137/5224/9076/118/4780/3766/817/2203/7037/6279/1385/5071/5025/7220/5176/4297/5311/2822/3613/6649/27094/2353/6261/6556/653361/51542/100271927/5530/10369/466/7518/10165/1742/4499/10156/706/2937/5601/1740/10312/3746/2890/143425/540/5066/7782/5641/3184/5594/4129/4512/114/4773/5562/3747/468/7390/955/6857/7474/23208/8678/2539/84258/7412/7781/8604/3736/5621/3815/140576/8820/9066/7020/6860/10628/10058/55512/6861/1536/6505/3552/48/3756/3777/2039/3706/288/4519/801/5743/445/3778/808/254428/3786/4891/5336/56670/6262/4547/107/23498/8437/553115/1788/4884/2067/4495/6786/91683/7341/6622/6609/842/360/127833/54106/3795/4761/10397/4502/5516/10105/1261/4048/4520/5595/57586/4501/2395/120227/151835",196
"GO:0050890","GO:0050890","cognition","178/7300","322/18888",0.552795031055901,1.4303003488471,6.18129026444585,8.2539449730629e-10,1.74708501929831e-07,1.20710325079741e-07,"1827/3688/3678/22943/2048/7067/836/3675/29767/23236/5923/7846/577/6509/2019/6833/378/2237/64220/8061/9378/3269/1139/22941/22849/1956/4915/2740/123803/567/4192/6529/23385/9241/41/3356/874/26047/85461/8701/6100/4137/4125/894/9993/729956/7248/6722/57338/7143/23237/27087/9215/1385/5071/1620/84502/10411/5764/5176/9379/23373/4297/10396/8554/728/2353/65009/50801/84896/4130/23542/3122/2648/80863/4739/6543/84687/1742/338811/4987/5048/477/4248/8622/57468/348/339977/2890/2915/5582/8831/440275/23191/55084/64478/9775/8867/814/5641/5532/8850/9486/114781/4763/6326/1128/5594/25946/2903/50944/151556/114/2904/5590/152789/6616/23259/2902/1137/23208/84630/1497/9369/793/84446/7432/6517/3064/5621/3815/6860/1268/6547/1201/109/627/6505/85358/1816/5575/28964/22986/5153/4311/5743/23394/55180/1959/2558/124512/5021/23316/4891/2055/107/11255/10716/57502/54915/55236/585/2334/9980/3156/5538/57512/23657/161582/54209/2258/4761/7097/2033/7349/266743/11170/25769",178
"GO:0034329","GO:0034329","cell junction assembly","238/7300","453/18888",0.525386313465784,1.35938310804681,6.14502801633233,9.24403924123338e-10,1.89353707038168e-07,1.30829051128899e-07,"1894/10052/7422/2335/3915/4323/3678/81671/22943/3690/87/2048/1636/3556/857/91862/1009/8829/3673/9948/4641/23077/7057/577/125111/5908/5175/998/71/50848/389/1004/6591/28316/1969/2042/4092/8394/5457/26050/84885/84628/10718/84962/829/6585/7855/9378/23129/7414/22941/51564/1613/382/64218/4915/8321/94/55920/90952/2701/2823/1003/60/26047/1000/667/4038/6259/2824/4649/1495/8927/10611/9076/23122/6386/57555/7248/6722/7205/6281/2565/9215/347731/11178/4983/56122/613/90102/9379/9806/143162/5586/3987/5578/5783/79834/2596/7082/5339/5789/59341/26052/6615/375323/83660/114798/28988/9693/64101/79778/375790/5786/6548/57662/3728/1016/1981/23284/6910/2066/5872/2890/1008/389941/4867/22998/1826/51225/575/2706/654429/2017/23229/147381/11141/3764/64405/5364/8777/10211/10979/2562/6092/145581/6624/2561/6616/5911/2554/57717/386724/7474/22899/6712/57463/9423/2557/28513/257194/221935/2702/26045/79147/2049/27253/1006/137075/79191/100506658/5906/84631/24146/627/8292/85358/55901/23654/83700/2566/2039/5566/27286/9344/23394/8443/2567/287/6495/158038/2558/5021/23316/27445/40/5800/200933/1001/324/57502/3791/10507/5818/1499/64403/4884/7094/9647/56288/22883/7087/23768/6622/9270/6422/57633/2258/7097/5583/55334/10395/54361/183/140689/7481/143098/2556/57622/347902/266743/1398/11170/7476/10804/1366/404037/51057",238
"GO:0051783","GO:0051783","regulation of nuclear division","93/7300","147/18888",0.63265306122449,1.63692479731619,6.15303126072815,1.21445230815038e-09,2.30872113320544e-07,1.59515121147124e-07,"891/55143/332/3976/991/4751/1111/10403/83540/6790/7272/11065/699/55055/1063/10635/701/9787/51203/9212/147841/858/5347/157313/11130/4085/9319/9735/26271/348654/995/57082/3481/23236/9585/4288/83903/146691/998/1104/811/27085/23636/9183/9700/1613/10459/5810/28984/5159/940/3619/286053/79866/57405/8379/26013/83987/2827/51434/8877/10040/55755/10361/4487/25970/9088/5925/9820/7474/286151/472/7756/1843/1908/54908/4488/55512/3552/51433/9587/8697/51529/55023/324/1950/6196/23363/56155/54361/23113/7320/57026",93
"GO:0071214","GO:0071214","cellular response to abiotic stimulus","183/7300","334/18888",0.547904191616767,1.41764580428185,6.11225208023473,1.23616564612574e-09,2.30872113320544e-07,1.59515121147124e-07,"7076/1277/4318/1894/11200/1111/10714/10635/5111/5888/9212/55872/1408/672/3690/5424/580/8531/836/51776/993/3673/3428/675/8915/3659/2022/8772/1647/123041/624/50848/834/841/1396/6591/5971/4313/835/6423/811/581/2729/7132/958/4615/10276/355/10269/1956/83695/5810/3014/578/41/23514/8740/9943/51499/1265/63979/25896/4193/1407/79085/358/1958/9990/894/5978/8692/5734/4790/2203/4055/10010/5138/9020/6339/5311/2822/5269/26012/5995/79073/50801/552/7520/5339/59341/11261/5883/545/6548/706/477/90427/85456/23028/611/1432/10856/4214/440275/54929/7099/1643/79823/8787/56160/51311/6326/79184/3364/6662/5429/54407/400410/468/388/26155/94241/22927/5295/10746/10367/8795/472/9397/2885/10681/6517/9958/51701/6494/8451/375757/7157/2911/64710/1201/7098/7486/598/4311/5743/4157/10413/80303/4638/1654/11011/40/9577/29108/4239/57646/7158/6416/2067/3480/55144/7442/6609/842/208/6422/2247/4761/51284/2033/7481/5724/9683/5595/677/404672/2002/8372/92241/159/3954/1605",183
"GO:0104004","GO:0104004","cellular response to environmental stimulus","183/7300","334/18888",0.547904191616767,1.41764580428185,6.11225208023473,1.23616564612574e-09,2.30872113320544e-07,1.59515121147124e-07,"7076/1277/4318/1894/11200/1111/10714/10635/5111/5888/9212/55872/1408/672/3690/5424/580/8531/836/51776/993/3673/3428/675/8915/3659/2022/8772/1647/123041/624/50848/834/841/1396/6591/5971/4313/835/6423/811/581/2729/7132/958/4615/10276/355/10269/1956/83695/5810/3014/578/41/23514/8740/9943/51499/1265/63979/25896/4193/1407/79085/358/1958/9990/894/5978/8692/5734/4790/2203/4055/10010/5138/9020/6339/5311/2822/5269/26012/5995/79073/50801/552/7520/5339/59341/11261/5883/545/6548/706/477/90427/85456/23028/611/1432/10856/4214/440275/54929/7099/1643/79823/8787/56160/51311/6326/79184/3364/6662/5429/54407/400410/468/388/26155/94241/22927/5295/10746/10367/8795/472/9397/2885/10681/6517/9958/51701/6494/8451/375757/7157/2911/64710/1201/7098/7486/598/4311/5743/4157/10413/80303/4638/1654/11011/40/9577/29108/4239/57646/7158/6416/2067/3480/55144/7442/6609/842/208/6422/2247/4761/51284/2033/7481/5724/9683/5595/677/404672/2002/8372/92241/159/3954/1605",183
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen","53/7300","72/18888",0.736111111111111,1.90461187214612,6.10384583515976,1.71372902163028e-09,3.10919408210065e-07,2.14821731192632e-07,"1636/10437/80329/79465/2923/1514/3106/80328/2213/811/3105/2207/6890/3107/567/3136/3077/1509/4277/3134/54842/3127/3118/3109/3120/6556/200576/3108/3140/3122/1520/3113/3115/3135/3123/3416/5641/8722/51752/220972/972/3111/81622/6892/6891/50856/2209/29108/3112/3133/54209/64167/55080",53
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","113/7300","188/18888",0.601063829787234,1.55519090644127,6.07210317666474,1.85699851605321e-09,3.23123636152249e-07,2.23253927141744e-07,"10051/891/9493/55143/220134/64105/11200/332/991/4751/64151/10403/83540/24137/7272/4605/22974/11004/9055/23397/11065/699/983/55055/1063/701/9787/51203/113130/9212/2316/147841/221150/5347/3833/1062/11130/4085/29127/9319/9735/3832/26271/81930/9928/54892/348654/81620/2491/10615/57082/27436/387893/83903/9918/27175/90417/23636/9183/91272/9700/146909/10459/10592/84722/5901/3619/286053/79998/10540/49856/57405/23122/23310/8379/54984/3835/148479/10270/6795/51434/3837/9031/7283/2801/26065/55755/8850/11044/5925/8678/3304/472/7756/1843/54908/54627/84142/27243/129563/51433/9587/4926/8697/3303/51529/324/9639/27183/56155/348235/283489/56647",113
"GO:0045786","GO:0045786","negative regulation of cell cycle","215/7300","405/18888",0.530864197530864,1.3735565702689,6.03165282610462,1.88276764372177e-09,3.23123636152249e-07,2.23253927141744e-07,"891/55143/1017/11200/332/990/3976/991/4751/7465/1111/10403/83540/7272/699/983/55055/1063/5888/51512/701/5932/9212/147841/5347/144455/83990/672/11130/4085/1869/9319/9735/2177/26271/8914/51514/22809/63967/8318/1021/348654/81620/56241/10950/2146/580/4998/57082/836/51776/146956/675/5933/79968/10106/83903/146691/83666/55159/64061/835/115572/26524/899/7026/27085/29980/9183/79733/9700/1956/83695/6118/10459/151636/4436/25959/5810/6347/3014/90/64859/28984/51499/10385/2619/51379/25896/3619/1263/4193/1407/4582/4221/694/116224/57405/864/23368/91607/1763/8379/678/10457/1620/3624/90313/261726/23026/80185/5311/2296/4682/4303/90381/55743/322/5883/2648/9675/595/10859/9031/545/8260/5371/57662/1432/785/3135/10040/440275/51720/9555/11073/55755/91147/51339/5884/1029/54962/5988/8850/25949/3087/79184/3364/9088/5925/650/388/8658/60561/286151/57099/84446/472/7756/1843/6494/8451/57795/7157/54908/84142/27243/54888/8720/58493/26058/6300/51347/9587/5743/9344/131601/7040/79960/51322/7014/388324/123879/84444/5781/9577/324/10116/900/57646/79027/10263/1499/7158/6196/8555/27183/79577/26001/988/3275/10217/4361/7709/57551/56155/1112/79621/23513/124790/11162/5934/677/80198/11170",215
"GO:1905818","GO:1905818","regulation of chromosome separation","54/7300","74/18888",0.72972972972973,1.88810070344317,6.07541824436736,2.04890744955437e-09,3.42383218543954e-07,2.36560837943009e-07,"10051/891/55143/332/991/64151/10403/83540/7272/23397/11065/699/55055/1063/701/9787/9212/147841/5347/11130/4085/9319/9735/26271/54892/348654/57082/83903/5359/9918/9183/9700/10459/10592/3619/286053/57405/23310/8379/51434/55743/55755/5925/472/7756/1843/54908/51433/9587/4926/8697/51529/324/56155",54
"GO:1903829","GO:1903829","positive regulation of protein localization","250/7300","483/18888",0.5175983436853,1.33923253637369,5.99434632681313,2.22626940304158e-09,3.62482325879848e-07,2.50447796811804e-07,"1894/7130/983/7042/3688/6769/2316/5347/2746/84876/9662/285966/636/2048/4478/7200/11156/283/3958/3675/55741/3745/3767/4641/23236/9585/908/8754/4804/83666/5175/18/998/1736/7443/245812/6833/5780/111089941/1969/25937/2042/101/8841/81603/5213/51100/25921/7855/56262/23636/9451/22948/9695/8398/5880/7545/1956/2064/246329/382/151636/55135/23171/23682/65220/94121/5715/7043/79608/118424/5901/6653/1263/4038/83667/4193/55638/1025/10694/4137/22841/10576/3783/57555/8692/51112/54550/10972/7037/10155/5071/10411/54984/9776/9619/2822/8554/10055/23607/952/153241/11069/11079/11261/4130/6721/22902/5494/3689/10369/322/4739/84687/51614/79778/8314/4248/5579/3728/55754/9495/1981/1432/57707/785/2066/55107/399687/23410/65018/7984/3123/10807/2737/10802/5581/4946/7099/5170/22885/7305/6526/9141/2151/5532/1128/919/80149/10979/111240474/6844/8878/114/51124/5562/25999/5590/6616/6711/10075/25924/27230/2035/55823/2010/7474/23208/27237/50855/89866/10542/7531/5295/55835/2645/51686/7424/23435/3059/55691/10134/5621/26354/6717/54552/9854/10541/2850/1201/3552/10059/7447/8736/10307/10445/5566/288/25930/5743/945/5962/4926/7040/26229/10413/8660/90550/6934/8447/7323/3708/324/64083/2150/5950/5468/1950/57628/84455/5106/22873/54434/5478/51496/22994/8882/8851/51574/6622/2770/135/10399/9270/208/54209/23086/54741/54795/7097/8938/5583/2033/55166/55294/5593/9520/1398/7476/114899",250
"GO:0008608","GO:0008608","attachment of spindle microtubules to kinetochore","41/7300","52/18888",0.788461538461538,2.04006322444679,5.96081644209029,3.76209776873937e-09,5.9690033550747e-07,4.12412863389165e-07,"891/1894/55143/220134/332/4751/10403/83540/11004/55055/151648/9212/147841/79980/221150/1062/29127/9735/81620/10615/57082/27436/998/90417/9183/91272/55920/3619/57405/8379/6795/8850/5925/8678/7756/84142/324/56155/11243/348235/283489",41
"GO:0000819","GO:0000819","sister chromatid segregation","132/7300","229/18888",0.576419213973799,1.49142549500508,5.93840645430299,3.85400216626871e-09,5.9690033550747e-07,4.12412863389165e-07,"10051/891/9493/55143/220134/64105/11200/332/990/991/4751/64151/10460/10403/83540/24137/7272/4605/22974/11004/9055/23397/11065/699/983/55055/1063/701/9787/51203/7153/113130/9212/2316/147841/221150/5347/3833/1062/11130/4085/29127/9319/9735/3832/26271/81930/9928/54892/348654/81620/2491/10615/57082/51776/27436/6605/116028/86/387893/83903/10783/9918/27175/90417/23636/9183/91272/9700/146909/10459/10592/84722/60/5901/3619/286053/79998/10540/49856/57405/23122/23310/8379/54984/996/3835/148479/10270/6795/51434/3837/55743/9031/7283/9274/2801/6595/6602/26065/55755/8850/6601/11044/5925/8678/3304/472/7756/1843/54908/54627/84142/9275/27243/129563/605/51433/9587/4926/8697/3303/51529/324/51412/9639/27183/56155/6603/348235/283489/56647",132
